Month,MajorText,MinorText,CrimeCount,Spatial_DistrictName
201210,Criminal Damage,Criminal Damage To Other Building,12,Harrow
201210,Criminal Damage,Criminal Damage To Dwelling,22,Harrow
201210,Violence Against The Person,Harassment,65,Harrow
201210,Theft and Handling,Handling Stolen Goods,1,Harrow
201210,Violence Against The Person,Assault With Injury,90,Harrow
201210,Drugs,Drug Trafficking,9,Harrow
201210,Theft and Handling,Motor Vehicle Interference and Tampering,9,Harrow
201210,Criminal Damage,Criminal Damage To Motor Vehicle,30,Harrow
201210,Burglary,Burglary In Other Buildings,36,Harrow
201210,Other Notifiable Offences,Going Equipped,2,Harrow
201210,Criminal Damage,Criminal Damage To Other Building,30,Brent
201210,Violence Against The Person,Assault With Injury,175,Brent
201210,Burglary,Burglary In A Dwelling,233,Brent
201210,Violence Against The Person,Common Assault,157,Brent
201210,Sexual Offences,Rape,12,Brent
201210,Robbery,Business Property,7,Brent
201210,Drugs,Possession Of Drugs,236,Brent
201210,Sexual Offences,Other Sexual,23,Brent
201210,Drugs,Other Drugs,5,Brent
201210,Other Notifiable Offences,Other Notifiable,43,Brent
201210,Theft and Handling,Theft From Motor Vehicle,186,Brent
201210,Violence Against The Person,Offensive Weapon,10,Brent
201210,Theft and Handling,Motor Vehicle Interference and Tampering,18,Brent
201210,Violence Against The Person,Wounding/GBH,22,Brent
201210,Other Notifiable Offences,Going Equipped,1,Brent
201210,Criminal Damage,Criminal Damage To Motor Vehicle,74,Brent
201210,Theft and Handling,Theft/Taking Of Motor Vehicle,42,Brent
201210,Criminal Damage,Other Criminal Damage,38,Brent
201210,Violence Against The Person,Harassment,165,Brent
201210,Theft and Handling,Theft Person,77,Brent
201210,Criminal Damage,Criminal Damage To Dwelling,39,Brent
201210,Theft and Handling,Handling Stolen Goods,4,Brent
201210,Theft and Handling,Theft From Shops,80,Brent
201210,Fraud and Forgery,Other Fraud and Forgery,49,Brent
201210,Theft and Handling,Theft/Taking Of Pedal Cycle,35,Brent
201210,Robbery,Personal Property,107,Brent
201210,Fraud and Forgery,Counted Per Victim,112,Brent
201210,Burglary,Burglary In Other Buildings,93,Brent
201210,Theft and Handling,Other Theft,222,Brent
201210,Violence Against The Person,Other Violence,27,Brent
201210,Drugs,Drug Trafficking,13,Brent
201210,Violence Against The Person,Other Violence,31,Greenwich
201210,Theft and Handling,Motor Vehicle Interference and Tampering,13,Greenwich
201210,Violence Against The Person,Assault With Injury,150,Greenwich
201210,Theft and Handling,Theft Person,51,Greenwich
201210,Burglary,Burglary In Other Buildings,65,Greenwich
201210,Criminal Damage,Criminal Damage To Motor Vehicle,64,Greenwich
201210,Violence Against The Person,Harassment,125,Greenwich
201210,Fraud and Forgery,Other Fraud and Forgery,30,Greenwich
201210,Theft and Handling,Theft/Taking Of Motor Vehicle,44,Greenwich
201210,Criminal Damage,Other Criminal Damage,41,Greenwich
201210,Drugs,Other Drugs,1,Greenwich
201210,Drugs,Possession Of Drugs,103,Greenwich
201210,Drugs,Drug Trafficking,12,Greenwich
201210,Sexual Offences,Rape,6,Greenwich
201210,Theft and Handling,Theft From Motor Vehicle,140,Greenwich
201210,Violence Against The Person,Common Assault,109,Greenwich
201210,Criminal Damage,Criminal Damage To Other Building,17,Greenwich
201210,Violence Against The Person,Murder,1,Greenwich
201210,Theft and Handling,Other Theft,271,Greenwich
201210,Burglary,Burglary In A Dwelling,89,Greenwich
201210,Sexual Offences,Other Sexual,17,Greenwich
201210,Robbery,Business Property,5,Greenwich
201210,Theft and Handling,Handling Stolen Goods,1,Greenwich
201210,Criminal Damage,Criminal Damage To Dwelling,51,Greenwich
201210,Other Notifiable Offences,Other Notifiable,29,Greenwich
201210,Violence Against The Person,Wounding/GBH,31,Greenwich
201210,Robbery,Personal Property,35,Greenwich
201210,Theft and Handling,Theft/Taking Of Pedal Cycle,40,Greenwich
201210,Violence Against The Person,Offensive Weapon,8,Greenwich
201210,Theft and Handling,Theft From Shops,92,Greenwich
201210,Fraud and Forgery,Counted Per Victim,86,Greenwich
201210,Sexual Offences,Rape,5,Bexley
201210,Theft and Handling,Theft/Taking Of Pedal Cycle,8,Bexley
201210,Robbery,Personal Property,12,Bexley
201210,Sexual Offences,Other Sexual,13,Bexley
201210,Theft and Handling,Theft From Motor Vehicle,109,Bexley
201210,Violence Against The Person,Offensive Weapon,4,Bexley
201210,Violence Against The Person,Assault With Injury,93,Bexley
201210,Theft and Handling,Theft Person,15,Bexley
201210,Other Notifiable Offences,Other Notifiable,9,Bexley
201210,Theft and Handling,Theft From Shops,53,Bexley
201210,Burglary,Burglary In A Dwelling,87,Bexley
201210,Violence Against The Person,Common Assault,66,Bexley
201210,Robbery,Business Property,4,Bexley
201210,Drugs,Possession Of Drugs,75,Bexley
201210,Fraud and Forgery,Counted Per Victim,55,Bexley
201210,Other Notifiable Offences,Going Equipped,2,Bexley
201210,Violence Against The Person,Wounding/GBH,10,Bexley
201210,Theft and Handling,Other Theft,122,Bexley
201210,Violence Against The Person,Harassment,67,Bexley
201210,Fraud and Forgery,Other Fraud and Forgery,17,Bexley
201210,Burglary,Burglary In Other Buildings,66,Bexley
201210,Theft and Handling,Handling Stolen Goods,1,Bexley
201210,Criminal Damage,Criminal Damage To Dwelling,22,Bexley
201210,Drugs,Drug Trafficking,13,Bexley
201210,Criminal Damage,Criminal Damage To Other Building,14,Bexley
201210,Criminal Damage,Other Criminal Damage,20,Bexley
201210,Theft and Handling,Theft/Taking Of Motor Vehicle,41,Bexley
201210,Violence Against The Person,Other Violence,8,Bexley
201210,Criminal Damage,Criminal Damage To Motor Vehicle,75,Bexley
201210,Theft and Handling,Motor Vehicle Interference and Tampering,8,Bexley
201210,Sexual Offences,Other Sexual,4,NULL
201210,Violence Against The Person,Common Assault,4,NULL
201210,Theft and Handling,Theft/Taking Of Pedal Cycle,1,NULL
201210,Theft and Handling,Theft From Motor Vehicle,5,NULL
201210,Theft and Handling,Theft Person,3,NULL
201210,Other Notifiable Offences,Other Notifiable,19,NULL
201210,Theft and Handling,Other Theft,113,NULL
201210,Theft and Handling,Theft/Taking Of Motor Vehicle,2,NULL
201210,Fraud and Forgery,Other Fraud and Forgery,7,NULL
201210,Theft and Handling,Theft From Shops,19,NULL
201210,Violence Against The Person,Harassment,9,NULL
201210,Criminal Damage,Other Criminal Damage,1,NULL
201210,Criminal Damage,Criminal Damage To Motor Vehicle,6,NULL
201210,Violence Against The Person,Assault With Injury,2,NULL
201210,Violence Against The Person,Offensive Weapon,5,NULL
201210,Fraud and Forgery,Counted Per Victim,7,NULL
201210,Drugs,Possession Of Drugs,3,NULL
201210,Burglary,Burglary In A Dwelling,349,Barnet
201210,Violence Against The Person,Harassment,129,Barnet
201210,Theft and Handling,Theft From Motor Vehicle,262,Barnet
201210,Burglary,Burglary In Other Buildings,117,Barnet
201210,Theft and Handling,Theft/Taking Of Pedal Cycle,24,Barnet
201210,Theft and Handling,Theft From Shops,107,Barnet
201210,Other Notifiable Offences,Other Notifiable,15,Barnet
201210,Criminal Damage,Criminal Damage To Motor Vehicle,52,Barnet
201210,Fraud and Forgery,Other Fraud and Forgery,60,Barnet
201210,Violence Against The Person,Assault With Injury,101,Barnet
201210,Drugs,Possession Of Drugs,51,Barnet
201210,Sexual Offences,Rape,5,Barnet
201210,Theft and Handling,Theft Person,66,Barnet
201210,Criminal Damage,Other Criminal Damage,45,Barnet
201210,Sexual Offences,Other Sexual,19,Barnet
201210,Robbery,Business Property,7,Barnet
201210,Criminal Damage,Criminal Damage To Other Building,23,Barnet
201210,Theft and Handling,Handling Stolen Goods,1,Barnet
201210,Violence Against The Person,Offensive Weapon,5,Barnet
201210,Theft and Handling,Theft/Taking Of Motor Vehicle,54,Barnet
201210,Theft and Handling,Motor Vehicle Interference and Tampering,17,Barnet
201210,Violence Against The Person,Other Violence,12,Barnet
201210,Theft and Handling,Other Theft,289,Barnet
201210,Violence Against The Person,Common Assault,92,Barnet
201210,Robbery,Personal Property,78,Barnet
201210,Drugs,Drug Trafficking,9,Barnet
201210,Other Notifiable Offences,Going Equipped,2,Barnet
201210,Violence Against The Person,Wounding/GBH,12,Barnet
201210,Criminal Damage,Criminal Damage To Dwelling,33,Barnet
201210,Fraud and Forgery,Counted Per Victim,176,Barnet
201210,Fraud and Forgery,Counted Per Victim,36,Richmond upon Thames
201210,Theft and Handling,Other Theft,133,Richmond upon Thames
201210,Violence Against The Person,Other Violence,1,Richmond upon Thames
201210,Violence Against The Person,Wounding/GBH,4,Richmond upon Thames
201210,Criminal Damage,Criminal Damage To Dwelling,17,Richmond upon Thames
201210,Drugs,Possession Of Drugs,54,Richmond upon Thames
201210,Sexual Offences,Rape,3,Richmond upon Thames
201210,Violence Against The Person,Assault With Injury,44,Richmond upon Thames
201210,Criminal Damage,Criminal Damage To Motor Vehicle,47,Richmond upon Thames
201210,Other Notifiable Offences,Other Notifiable,14,Richmond upon Thames
201210,Violence Against The Person,Common Assault,41,Richmond upon Thames
201210,Criminal Damage,Criminal Damage To Other Building,10,Richmond upon Thames
201210,Drugs,Drug Trafficking,2,Richmond upon Thames
201210,Robbery,Personal Property,16,Richmond upon Thames
201210,Theft and Handling,Motor Vehicle Interference and Tampering,8,Richmond upon Thames
201210,Theft and Handling,Theft/Taking Of Motor Vehicle,34,Richmond upon Thames
201210,Theft and Handling,Theft/Taking Of Pedal Cycle,73,Richmond upon Thames
201210,Robbery,Business Property,2,Richmond upon Thames
201210,Sexual Offences,Other Sexual,12,Richmond upon Thames
201210,Other Notifiable Offences,Going Equipped,1,Richmond upon Thames
201210,Violence Against The Person,Offensive Weapon,3,Richmond upon Thames
201210,Theft and Handling,Handling Stolen Goods,2,Richmond upon Thames
201210,Violence Against The Person,Harassment,58,Richmond upon Thames
201210,Theft and Handling,Theft From Motor Vehicle,136,Richmond upon Thames
201210,Burglary,Burglary In Other Buildings,81,Richmond upon Thames
201210,Fraud and Forgery,Other Fraud and Forgery,8,Richmond upon Thames
201210,Burglary,Burglary In A Dwelling,126,Richmond upon Thames
201210,Theft and Handling,Theft From Shops,52,Richmond upon Thames
201210,Criminal Damage,Other Criminal Damage,16,Richmond upon Thames
201210,Theft and Handling,Theft Person,15,Richmond upon Thames
201210,Violence Against The Person,Murder,1,Hounslow
201210,Theft and Handling,Theft From Motor Vehicle,201,Hounslow
201210,Robbery,Business Property,7,Hounslow
201210,Violence Against The Person,Harassment,145,Hounslow
201210,Theft and Handling,Theft/Taking Of Pedal Cycle,64,Hounslow
201210,Burglary,Burglary In Other Buildings,62,Hounslow
201210,Criminal Damage,Other Criminal Damage,36,Hounslow
201210,Fraud and Forgery,Other Fraud and Forgery,24,Hounslow
201210,Burglary,Burglary In A Dwelling,212,Hounslow
201210,Other Notifiable Offences,Other Notifiable,25,Hounslow
201210,Violence Against The Person,Assault With Injury,143,Hounslow
201210,Theft and Handling,Theft Person,62,Hounslow
201210,Drugs,Possession Of Drugs,81,Hounslow
201210,Theft and Handling,Theft From Shops,112,Hounslow
201210,Robbery,Personal Property,63,Hounslow
201210,Criminal Damage,Criminal Damage To Other Building,17,Hounslow
201210,Theft and Handling,Handling Stolen Goods,5,Hounslow
201210,Violence Against The Person,Offensive Weapon,5,Hounslow
201210,Drugs,Drug Trafficking,6,Hounslow
201210,Violence Against The Person,Common Assault,122,Hounslow
201210,Sexual Offences,Other Sexual,18,Hounslow
201210,Theft and Handling,Theft/Taking Of Motor Vehicle,40,Hounslow
201210,Other Notifiable Offences,Going Equipped,3,Hounslow
201210,Theft and Handling,Motor Vehicle Interference and Tampering,18,Hounslow
201210,Violence Against The Person,Other Violence,11,Hounslow
201210,Theft and Handling,Other Theft,241,Hounslow
201210,Criminal Damage,Criminal Damage To Motor Vehicle,84,Hounslow
201210,Fraud and Forgery,Counted Per Victim,89,Hounslow
201210,Violence Against The Person,Wounding/GBH,13,Hounslow
201210,Criminal Damage,Criminal Damage To Dwelling,32,Hounslow
201210,Sexual Offences,Rape,11,Hounslow
201210,Violence Against The Person,Other Violence,3,Kingston upon Thames
201210,Sexual Offences,Other Sexual,11,Kingston upon Thames
201210,Criminal Damage,Criminal Damage To Motor Vehicle,32,Kingston upon Thames
201210,Robbery,Business Property,2,Kingston upon Thames
201210,Violence Against The Person,Common Assault,42,Kingston upon Thames
201210,Other Notifiable Offences,Other Notifiable,9,Kingston upon Thames
201210,Violence Against The Person,Assault With Injury,59,Kingston upon Thames
201210,Violence Against The Person,Offensive Weapon,3,Kingston upon Thames
201210,Violence Against The Person,Wounding/GBH,11,Kingston upon Thames
201210,Violence Against The Person,Harassment,52,Kingston upon Thames
201210,Fraud and Forgery,Other Fraud and Forgery,10,Kingston upon Thames
201210,Criminal Damage,Criminal Damage To Other Building,18,Kingston upon Thames
201210,Theft and Handling,Theft/Taking Of Pedal Cycle,41,Kingston upon Thames
201210,Criminal Damage,Other Criminal Damage,22,Kingston upon Thames
201210,Theft and Handling,Theft Person,66,Kingston upon Thames
201210,Burglary,Burglary In Other Buildings,47,Kingston upon Thames
201210,Criminal Damage,Criminal Damage To Dwelling,13,Kingston upon Thames
201210,Burglary,Burglary In A Dwelling,96,Kingston upon Thames
201210,Theft and Handling,Theft From Motor Vehicle,57,Kingston upon Thames
201210,Violence Against The Person,Murder,1,Kingston upon Thames
201210,Theft and Handling,Theft From Shops,79,Kingston upon Thames
201210,Fraud and Forgery,Counted Per Victim,33,Kingston upon Thames
201210,Theft and Handling,Other Theft,146,Kingston upon Thames
201210,Theft and Handling,Theft/Taking Of Motor Vehicle,25,Kingston upon Thames
201210,Theft and Handling,Motor Vehicle Interference and Tampering,8,Kingston upon Thames
201210,Theft and Handling,Handling Stolen Goods,2,Kingston upon Thames
201210,Sexual Offences,Rape,12,Kingston upon Thames
201210,Robbery,Personal Property,20,Kingston upon Thames
201210,Drugs,Possession Of Drugs,34,Kingston upon Thames
201210,Other Notifiable Offences,Going Equipped,1,Kingston upon Thames
201210,Drugs,Drug Trafficking,5,Kingston upon Thames
201210,Violence Against The Person,Harassment,75,Merton
201210,Other Notifiable Offences,Other Notifiable,15,Merton
201210,Theft and Handling,Theft From Shops,64,Merton
201210,Fraud and Forgery,Other Fraud and Forgery,21,Merton
201210,Burglary,Burglary In Other Buildings,47,Merton
201210,Criminal Damage,Other Criminal Damage,31,Merton
201210,Theft and Handling,Motor Vehicle Interference and Tampering,11,Merton
201210,Drugs,Drug Trafficking,3,Merton
201210,Violence Against The Person,Common Assault,54,Merton
201210,Theft and Handling,Theft/Taking Of Pedal Cycle,49,Merton
201210,Robbery,Personal Property,39,Merton
201210,Sexual Offences,Other Sexual,12,Merton
201210,Theft and Handling,Theft From Motor Vehicle,122,Merton
201210,Violence Against The Person,Offensive Weapon,7,Merton
201210,Criminal Damage,Criminal Damage To Other Building,10,Merton
201210,Theft and Handling,Handling Stolen Goods,5,Merton
201210,Fraud and Forgery,Counted Per Victim,37,Merton
201210,Theft and Handling,Other Theft,116,Merton
